"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WESD","WESD_ATTRIBUTES"
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-03-26",,,,,,,,,"32",",,M",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-03-27",,,,,,,,,"41",",,M",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-03-28",,,,,,,,,"49",",,M",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-03-29",,,,,,,,,"45",",,M",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-03-30",,,,,,,,,"37",",,M",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-03-31",,,,,,,,,"68",",,M",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-04-01","0.51",",,W",,,,,"54",",,W","39",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-04-02","0.13",",,W",,,,,"42",",,W","39",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-04-03","0.00","T,,W",,,,,"46",",,W","35",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-04-04","0.00",",,W",,,,,"39",",,W","36",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-04-05","0.00",",,W",,,,,"38",",,W","32",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-04-06","0.00",",,W",,,,,"45",",,W","33",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-04-07","0.00",",,W",,,,,"49",",,W","33",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-04-08","0.23",",,W",,,,,"47",",,W","30",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-04-09","0.12",",,W",,,,,"49",",,W","41",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-04-10","0.24",",,W",,,,,"43",",,W","32",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-04-11","0.00",",,W",,,,,"43",",,W","26",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-04-12","0.00",",,W",,,,,"45",",,W","28",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-04-13","0.00",",,W",,,,,"49",",,W","31",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-04-14","0.00",",,W",,,,,"49",",,W","31",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-04-15","0.00",",,W",,,,,"51",",,W","37",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-04-16","0.00","T,,W",,,,,"54",",,W","39",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-04-17","0.17",",,W",,,,,"58",",,W","52",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-04-18","0.00",",,W",,,,,"52",",,W","40",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-04-19","0.46",",,W",,,,,"53",",,W","46",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-04-20","0.41",",,W",,,,,"48",",,W","42",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-04-21","0.00",",,W",,,,,"52",",,W","39",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-04-22","0.00",",,W",,,,,"53",",,W","36",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-04-23","0.70",",,W",,,,,"48",",,W","43",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-04-24","0.13",",,W",,,,,"54",",,W","43",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-04-25","0.00","T,,W",,,,,"46",",,W","35",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-04-26","0.00","T,,W",,,,,"42",",,W","30",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-04-27","0.00",",,W",,,,,"42",",,W","32",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-04-28","0.00",",,W",,,,,"48",",,W","35",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-04-29","0.00",",,W",,,,,"55",",,W","35",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-04-30","0.00",",,W",,,,,"65",",,W","51",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-05-01","0.01",",,W",,,,,"62",",,W","48",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-05-02","0.75",",,W",,,,,"60",",,W","53",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-05-03","0.28",",,W",,,,,"58",",,W","53",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-05-04","0.17",",,W",,,,,"60",",,W","51",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-05-05","0.72",",,W",,,,,"58",",,W","51",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-05-06","0.57",",,W",,,,,"55",",,W","51",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-05-07","0.17",",,W",,,,,"59",",,W","55",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-05-08","0.00",",,W",,,,,"60",",,W","56",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-05-09","0.13",",,W",,,,,"55",",,W","53",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-05-10","1.31",",,W",,,,,"53",",,W","50",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-05-11","0.73",",,W",,,,,"51",",,W","48",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-05-12","0.00",",,W",,,,,"50",",,W","40",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-05-13","0.00",",,W",,,,,"50",",,W","37",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-05-14","0.00",",,W",,,,,"53",",,W","32",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-05-15","0.00",",,W",,,,,"64",",,W","42",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-05-16","0.00",",,W",,,,,"66",",,W","53",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-05-17","0.11",",,W",,,,,"60",",,W","49",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-05-18","0.00",",,W",,,,,"68",",,W","53",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-05-19","0.00",",,W",,,,,"65",",,W","53",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-05-20","0.00","T,,W",,,,,"68",",,W","52",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-05-21","0.00",",,W",,,,,"66",",,W","53",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-05-22","0.00",",,W",,,,,"57",",,W","46",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-05-23","0.00",",,W",,,,,"61",",,W","47",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-05-24","0.00",",,W",,,,,"65",",,W","50",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-05-25","0.00",",,W",,,,,"62",",,W","47",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-05-26","0.00","T,,W",,,,,"67",",,W","52",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-05-27","0.00",",,W",,,,,"63",",,W","46",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-05-28","0.00",",,W",,,,,"70",",,W","54",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-05-29","0.16",",,W",,,,,"78",",,W","65",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-05-30","0.00",",,W",,,,,"71",",,W","57",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-05-31","2.26",",,W",,,,,"68",",,W","55",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-06-01","0.12",",,W",,,,,"62",",,W","52",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-06-02","0.24",",,W",,,,,"59",",,W","44",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-06-03","0.01",",,W",,,,,"54",",,W","45",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-06-04","0.00",",,W",,,,,"52",",,W","41",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-06-05","0.00",",,W",,,,,"59",",,W","49",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-06-06","0.00",",,W",,,,,"59",",,W","50",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-06-07","0.25",",,W",,,,,"58",",,W","51",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-06-08","0.32",",,W",,,,,"56",",,W","51",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-06-09","0.00","T,,W",,,,,"61",",,W","49",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-06-10","0.00",",,W",,,,,"68",",,W","55",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-06-11","0.00",",,W",,,,,"62",",,W","50",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-06-12","0.16",",,W",,,,,"58",",,W","51",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-06-13","2.50",",,W",,,,,"64",",,W","61",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-06-14","1.47",",,W",,,,,"67",",,W","61",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-06-15","0.16",",,W",,,,,"69",",,W","61",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-06-16","0.21",",,W",,,,,"63",",,W","60",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-06-17","0.09",",,W",,,,,"66",",,W","62",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-06-18","0.06",",,W",,,,,"72",",,W","63",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-06-19","0.17",",,W",,,,,"70",",,W","61",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-06-20","0.00",",,W",,,"0.0",",,W","71",",,W","64",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-06-21","0.00",",,W",,,,,"71",",,W","62",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-06-22","0.00",",,W",,,,,"69",",,W","60",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-06-23","0.00","T,,W",,,,,"71",",,W","65",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-06-24","0.27",",,W",,,,,"76",",,W","67",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-06-25","0.40",",,W",,,,,"76",",,W","66",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-06-26","0.03",",,W",,,,,"78",",,W","69",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-06-27","0.04",",,W",,,,,"69",",,W","60",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-06-28","0.00",",,W",,,,,"66",",,W","56",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-06-29","0.03",",,W",,,,,"66",",,W","59",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-06-30","0.75",",,W",,,,,"69",",,W","66",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-07-01","0.62",",,W",,,,,"68",",,W","60",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-07-02","0.00",",,W",,,,,"70",",,W","58",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-07-03","0.00",",,W",,,,,"71",",,W","58",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-07-04","0.00",",,W",,,,,"73",",,W","62",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-07-05","0.02",",,W",,,,,"68",",,W","59",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-07-06","0.00",",,W",,,,,"66",",,W","54",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-07-07","0.02",",,W",,,,,"70",",,W","62",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-07-08","0.14",",,W",,,,,"68",",,W","59",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-07-09","0.00",",,W",,,,,"68",",,W","57",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-07-10","0.00",",,W",,,,,"69",",,W","58",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-07-11","0.00",",,W",,,,,"66",",,W","55",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-07-12","0.00",",,W",,,,,"69",",,W","57",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-07-13","0.00",",,W",,,,,"72",",,W","58",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-07-14","0.00",",,W",,,,,"77",",,W","65",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-07-15","0.00",",,W",,,,,"79",",,W","67",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-07-16","0.00",",,W",,,,,"82",",,W","73",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-07-17","0.03",",,W",,,,,"80",",,W","71",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-07-18","0.00",",,W",,,,,"74",",,W","61",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-07-19","0.00",",,W",,,,,"71",",,W","56",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-07-20","0.00","T,,W",,,,,"78",",,W","69",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-07-21","0.00",",,W",,,,,"78",",,W","65",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-07-22","0.00",",,W",,,,,"83",",,W","73",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-07-23","0.14",",,W",,,,,,,,,,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-07-24","0.00",",,W",,,,,"71",",,W","60",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-07-25","0.00",",,W",,,,,"68",",,W","56",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-07-26","0.00",",,W",,,,,"68",",,W","57",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-07-27","0.00",",,W",,,,,"69",",,W","53",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-07-28","0.00",",,W",,,,,"77",",,W","68",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-07-29","0.40",",,W",,,,,"73",",,W","61",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-07-30","0.00",",,W",,,,,"71",",,W","59",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-07-31","0.32",",,W",,,,,"68",",,W","58",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-08-01","0.00",",,W",,,,,"67",",,W","54",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-08-02","0.00",",,W",,,,,"69",",,W","54",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-08-03","0.00",",,W",,,,,"74",",,W","62",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-08-04","0.00",",,W",,,,,"72",",,W","60",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-08-05","0.22",",,W",,,,,"72",",,W","62",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-08-06","1.29",",,W",,,,,"74",",,W","63",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-08-07","0.16",",,W",,,,,"74",",,W","68",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-08-08","0.00",",,W",,,,,"75",",,W","64",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-08-09","0.00",",,W",,,,,"73",",,W","62",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-08-10","0.00",",,W",,,,,"76",",,W","67",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-08-11","0.14",",,W",,,,,"76",",,W","66",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-08-12","0.92",",,W",,,,,"64",",,W","57",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-08-13","0.00",",,W",,,,,"64",",,W","53",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-08-14","0.01",",,W",,,,,"69",",,W","56",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-08-15","0.03",",,W",,,,,"73",",,W","63",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-08-16","0.00",",,W",,,,,"77",",,W","65",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-08-17","0.48",",,W",,,,,"69",",,W","65",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-08-18","0.03",",,W",,,,,"73",",,W","60",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-08-19","0.00",",,W",,,,,"63",",,W","53",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-08-20","0.00",",,W",,,,,"64",",,W","50",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-08-21","0.00","T,,W",,,,,"70",",,W","59",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-08-22","0.00","T,,W",,,,,"68",",,W","54",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-08-23","0.00",",,W",,,,,"71",",,W","63",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-08-24","0.12",",,W",,,,,"79",",,W","68",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-08-25","0.00","T,,W",,,,,"79",",,W","71",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-08-26","0.01",",,W",,,,,"77",",,W","70",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-08-27","0.01",",,W",,,,,"74",",,W","63",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-08-28","0.00",",,W",,,,,"72",",,W","58",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-08-29","0.00","T,,W",,,,,"72",",,W","64",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-08-30","0.00","T,,W",,,,,"73",",,W","60",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-08-31","0.07",",,W",,,,,"68",",,W","58",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-09-01","0.00",",,W",,,,,"66",",,W","51",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-09-02","0.06",",,W",,,,,"64",",,W","52",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-09-03","0.01",",,W",,,,,"66",",,W","53",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-09-04","0.00",",,W",,,,,"69",",,W","54",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-09-05","0.00",",,W",,,,,"64",",,W","52",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-09-06","0.00",",,W",,,,,"70",",,W","50",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-09-07","0.22",",,W",,,,,"69",",,W","62",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-09-08","0.00",",,W",,,,,"63",",,W","53",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-09-09","0.04",",,W",,,,,"57",",,W","49",",,W",,
"USW00004780","FITCHBURG MUNICIPAL AIRPORT, MA US","42.55194","-71.75583","106.1","1998-09-10","0.00",",,W",,,,,"60",",,W","50",",,W",,
